Дата,Рік,Квартал,Місяць,Назва_місяця,Продукт,Категорія,Регіон,Країна,Продажі,Кількість,Прибуток
2024-08-15,2024,3,8,Серпень,Смартфон,Мобільні,Дніпро,Україна,41313,84,8524
2024-08-15,2024,3,8,Серпень,Планшет,Мобільні,Київ,Україна,65413,24,15995
2024-08-15,2024,3,8,Серпень,Планшет,Мобільні,Львів,Україна,26472,28,5513
2024-08-15,2024,3,8,Серпень,Планшет,Мобільні,Одеса,Україна,26308,44,4843
2024-08-15,2024,3,8,Серпень,Планшет,Мобільні,Харків,Україна,75894,20,18253
2024-08-15,2024,3,8,Серпень,Планшет,Мобільні,Дніпро,Україна,72969,75,16018
2024-08-15,2024,3,8,Серпень,Навушники,Аксесуари,Київ,Україна,38754,35,11344
2024-08-15,2024,3,8,Серпень,Навушники,Аксесуари,Львів,Україна,46699,35,7767
2024-08-15,2024,3,8,Серпень,Навушники,Аксесуари,Одеса,Україна,37866,57,8975
2024-08-15,2024,3,8,Серпень,Навушники,Аксесуари,Харків,Україна,28705,24,6003
2024-08-15,2024,3,8,Серпень,Навушники,Аксесуари,Дніпро,Україна,42714,79,11192
2024-08-15,2024,3,8,Серпень,Монітор,Комп'ютери,Київ,Україна,42733,52,6526
2024-08-15,2024,3,8,Серпень,Монітор,Комп'ютери,Львів,Україна,48360,89,11950
2024-08-15,2024,3,8,Серпень,Монітор,Комп'ютери,Одеса,Україна,53940,34,13388
2024-08-15,2024,3,8,Серпень,Монітор,Комп'ютери,Харків,Україна,51761,24,9294
2024-08-15,2024,3,8,Серпень,Монітор,Комп'ютери,Дніпро,Україна,52431,43,9172
2024-08-15,2024,3,8,Серпень,Клавіатура,Аксесуари,Київ,Україна,63767,61,15974
2024-08-15,2024,3,8,Серпень,Клавіатура,Аксесуари,Львів,Україна,56980,37,13155
2024-08-15,2024,3,8,Серпень,Клавіатура,Аксесуари,Одеса,Україна,67929,39,17486
2024-08-15,2024,3,8,Серпень,Клавіатура,Аксесуари,Харків,Україна,59094,86,12529
2024-08-15,2024,3,8,Серпень,Клавіатура,Аксесуари,Дніпро,Україна,58332,83,15747
2024-09-15,2024,3,9,Вересень,Ноутбук,Комп'ютери,Київ,Україна,73608,80,14301
2024-09-15,2024,3,9,Вересень,Ноутбук,Комп'ютери,Львів,Україна,60163,51,10696
2024-09-15,2024,3,9,Вересень,Ноутбук,Комп'ютери,Одеса,Україна,39257,93,8735
2024-09-15,2024,3,9,Вересень,Ноутбук,Комп'ютери,Харків,Україна,69686,10,14357
2024-09-15,2024,3,9,Вересень,Ноутбук,Комп'ютери,Дніпро,Україна,55147,56,16142
2024-09-15,2024,3,9,Вересень,Смартфон,Мобільні,Київ,Україна,75177,30,21247
2024-09-15,2024,3,9,Вересень,Смартфон,Мобільні,Львів,Україна,63579,18,15703
2024-09-15,2024,3,9,Вересень,Смартфон,Мобільні,Одеса,Україна,84614,51,24115
2024-09-15,2024,3,9,Вересень,Смартфон,Мобільні,Харків,Україна,47593,77,9100
2024-09-15,2024,3,9,Вересень,Смартфон,Мобільні,Дніпро,Україна,66726,69,16729
2024-09-15,2024,3,9,Вересень,Планшет,Мобільні,Київ,Україна,75399,28,18365
2024-09-15,2024,3,9,Вересень,Планшет,Мобільні,Львів,Україна,77946,64,18550
2024-09-15,2024,3,9,Вересень,Планшет,Мобільні,Одеса,Україна,74073,58,19298
2024-09-15,2024,3,9,Вересень,Планшет,Мобільні,Харків,Україна,33117,42,6044
2024-09-15,2024,3,9,Вересень,Планшет,Мобільні,Дніпро,Україна,60811,31,9337
2024-09-15,2024,3,9,Вересень,Навушники,Аксесуари,Київ,Україна,31692,44,7639
2024-09-15,2024,3,9,Вересень,Навушники,Аксесуари,Львів,Україна,38465,20,7108
2024-09-15,2024,3,9,Вересень,Навушники,Аксесуари,Одеса,Україна,41547,86,9936
2024-09-15,2024,3,9,Вересень,Навушники,Аксесуари,Харків,Україна,24130,34,7194
2024-09-15,2024,3,9,Вересень,Навушники,Аксесуари,Дніпро,Україна,21435,94,5388
2024-09-15,2024,3,9,Вересень,Монітор,Комп'ютери,Київ,Україна,45862,48,11863
2024-09-15,2024,3,9,Вересень,Монітор,Комп'ютери,Львів,Україна,66663,33,11283
2024-09-15,2024,3,9,Вересень,Монітор,Комп'ютери,Одеса,Україна,71232,77,18424
2024-09-15,2024,3,9,Вересень,Монітор,Комп'ютери,Харків,Україна,84769,41,16201
2024-09-15,2024,3,9,Вересень,Монітор,Комп'ютери,Дніпро,Україна,65342,45,10640
2024-09-15,2024,3,9,Вересень,Клавіатура,Аксесуари,Київ,Україна,82173,12,17270
2024-09-15,2024,3,9,Вересень,Клавіатура,Аксесуари,Львів,Україна,65669,79,13347
2024-09-15,2024,3,9,Вересень,Клавіатура,Аксесуари,Одеса,Україна,81171,69,12998
2024-09-15,2024,3,9,Вересень,Клавіатура,Аксесуари,Харків,Україна,27065,53,5008
2024-09-15,2024,3,9,Вересень,Клавіатура,Аксесуари,Дніпро,Україна,30345,17,8557
2024-10-15,2024,4,10,Жовтень,Ноутбук,Комп'ютери,Київ,Україна,85303,53,16945
2024-10-15,2024,4,10,Жовтень,Ноутбук,Комп'ютери,Львів,Україна,85553,79,13504
2024-10-15,2024,4,10,Жовтень,Ноутбук,Комп'ютери,Одеса,Україна,35652,90,10671
2024-10-15,2024,4,10,Жовтень,Ноутбук,Комп'ютери,Харків,Україна,26998,39,5400
2024-10-15,2024,4,10,Жовтень,Ноутбук,Комп'ютери,Дніпро,Україна,18790,53,3068
2024-10-15,2024,4,10,Жовтень,Смартфон,Мобільні,Київ,Україна,57140,40,15040
2024-10-15,2024,4,10,Жовтень,Смартфон,Мобільні,Львів,Україна,44547,89,9418
2024-10-15,2024,4,10,Жовтень,Смартфон,Мобільні,Одеса,Україна,80596,26,15726
2024-10-15,2024,4,10,Жовтень,Смартфон,Мобільні,Харків,Україна,36472,93,8068
2024-10-15,2024,4,10,Жовтень,Смартфон,Мобільні,Дніпро,Україна,84564,14,22035
2024-10-15,2024,4,10,Жовтень,Планшет,Мобільні,Київ,Україна,75223,74,20784
2024-10-15,2024,4,10,Жовтень,Планшет,Мобільні,Львів,Україна,30371,79,5726
2024-10-15,2024,4,10,Жовтень,Планшет,Мобільні,Одеса,Україна,22641,42,5462
2024-10-15,2024,4,10,Жовтень,Планшет,Мобільні,Харків,Україна,27919,47,4854
2024-10-15,2024,4,10,Жовтень,Планшет,Мобільні,Дніпро,Україна,32889,32,6231
2024-10-15,2024,4,10,Жовтень,Навушники,Аксесуари,Київ,Україна,50553,82,11448
2024-10-15,2024,4,10,Жовтень,Навушники,Аксесуари,Львів,Україна,52810,71,11464
2024-10-15,2024,4,10,Жовтень,Навушники,Аксесуари,Одеса,Україна,50962,91,11586
2024-10-15,2024,4,10,Жовтень,Навушники,Аксесуари,Харків,Україна,77714,24,23222
2024-10-15,2024,4,10,Жовтень,Навушники,Аксесуари,Дніпро,Україна,76952,21,22284
2024-10-15,2024,4,10,Жовтень,Монітор,Комп'ютери,Київ,Україна,29402,47,8015
2024-10-15,2024,4,10,Жовтень,Монітор,Комп'ютери,Львів,Україна,49651,39,13986
2024-10-15,2024,4,10,Жовтень,Монітор,Комп'ютери,Одеса,Україна,75607,87,20481
2024-10-15,2024,4,10,Жовтень,Монітор,Комп'ютери,Харків,Україна,47065,61,12839
2024-10-15,2024,4,10,Жовтень,Монітор,Комп'ютери,Дніпро,Україна,89330,30,13706
2024-10-15,2024,4,10,Жовтень,Клавіатура,Аксесуари,Київ,Україна,69260,11,12712
2024-10-15,2024,4,10,Жовтень,Клавіатура,Аксесуари,Львів,Україна,84498,29,19937
2024-10-15,2024,4,10,Жовтень,Клавіатура,Аксесуари,Одеса,Україна,23333,75,3963
2024-10-15,2024,4,10,Жовтень,Клавіатура,Аксесуари,Харків,Україна,76676,42,22114
2024-10-15,2024,4,10,Жовтень,Клавіатура,Аксесуари,Дніпро,Україна,23556,74,5675
2024-11-15,2024,4,11,Листопад,Ноутбук,Комп'ютери,Київ,Україна,57108,61,12871
2024-11-15,2024,4,11,Листопад,Ноутбук,Комп'ютери,Львів,Україна,70400,15,12105
2024-11-15,2024,4,11,Листопад,Ноутбук,Комп'ютери,Одеса,Україна,67561,17,14980
2024-11-15,2024,4,11,Листопад,Ноутбук,Комп'ютери,Харків,Україна,36973,34,6835
2024-11-15,2024,4,11,Листопад,Ноутбук,Комп'ютери,Дніпро,Україна,59506,69,15858
2024-11-15,2024,4,11,Листопад,Смартфон,Мобільні,Київ,Україна,31552,22,9164
2024-11-15,2024,4,11,Листопад,Смартфон,Мобільні,Львів,Україна,47697,27,9141
2024-11-15,2024,4,11,Листопад,Смартфон,Мобільні,Одеса,Україна,54709,15,8209
2024-11-15,2024,4,11,Листопад,Смартфон,Мобільні,Харків,Україна,96887,11,23982
2024-11-15,2024,4,11,Листопад,Смартфон,Мобільні,Дніпро,Україна,91224,40,14523
2024-11-15,2024,4,11,Листопад,Планшет,Мобільні,Київ,Україна,62283,19,11320
2024-11-15,2024,4,11,Листопад,Планшет,Мобільні,Львів,Україна,74920,20,19714
2024-11-15,2024,4,11,Листопад,Планшет,Мобільні,Одеса,Україна,44581,96,8286
2024-11-15,2024,4,11,Листопад,Планшет,Мобільні,Харків,Україна,49296,30,8291
2024-11-15,2024,4,11,Листопад,Планшет,Мобільні,Дніпро,Україна,47659,16,12097
2024-11-15,2024,4,11,Листопад,Навушники,Аксесуари,Київ,Україна,42858,13,10499
2024-11-15,2024,4,11,Листопад,Навушники,Аксесуари,Львів,Україна,74074,26,13696
2024-11-15,2024,4,11,Листопад,Навушники,Аксесуари,Одеса,Україна,53629,61,9442
2024-11-15,2024,4,11,Листопад,Навушники,Аксесуари,Харків,Україна,32086,47,6863
2024-11-15,2024,4,11,Листопад,Навушники,Аксесуари,Дніпро,Україна,35067,72,7625
2024-11-15,2024,4,11,Листопад,Монітор,Комп'ютери,Київ,Україна,70484,16,16128
2024-11-15,2024,4,11,Листопад,Монітор,Комп'ютери,Львів,Україна,47128,23,8319
2024-11-15,2024,4,11,Листопад,Монітор,Комп'ютери,Одеса,Україна,95409,14,14469
2024-11-15,2024,4,11,Листопад,Монітор,Комп'ютери,Харків,Україна,89116,71,19801
2024-11-15,2024,4,11,Листопад,Монітор,Комп'ютери,Дніпро,Україна,92361,30,24387
2024-11-15,2024,4,11,Листопад,Клавіатура,Аксесуари,Київ,Україна,25286,14,4609
2024-11-15,2024,4,11,Листопад,Клавіатура,Аксесуари,Львів,Україна,42312,99,7877
2024-11-15,2024,4,11,Листопад,Клавіатура,Аксесуари,Одеса,Україна,75766,62,20474
2024-11-15,2024,4,11,Листопад,Клавіатура,Аксесуари,Харків,Україна,72685,41,16221
2024-11-15,2024,4,11,Листопад,Клавіатура,Аксесуари,Дніпро,Україна,73006,69,18026
2024-12-15,2024,4,12,Грудень,Ноутбук,Комп'ютери,Київ,Україна,46662,61,8861
2024-12-15,2024,4,12,Грудень,Ноутбук,Комп'ютери,Львів,Україна,54230,35,9169
2024-12-15,2024,4,12,Грудень,Ноутбук,Комп'ютери,Одеса,Україна,49633,61,9257
2024-12-15,2024,4,12,Грудень,Ноутбук,Комп'ютери,Харків,Україна,58697,61,16372
2024-12-15,2024,4,12,Грудень,Ноутбук,Комп'ютери,Дніпро,Україна,82847,51,23513
2024-12-15,2024,4,12,Грудень,Смартфон,Мобільні,Київ,Україна,80687,73,21626
2024-12-15,2024,4,12,Грудень,Смартфон,Мобільні,Львів,Україна,58476,50,14807
2024-12-15,2024,4,12,Грудень,Смартфон,Мобільні,Одеса,Україна,76695,57,14434
2024-12-15,2024,4,12,Грудень,Смартфон,Мобільні,Харків,Україна,44309,69,11838
2024-12-15,2024,4,12,Грудень,Смартфон,Мобільні,Дніпро,Україна,53462,95,13124
2024-12-15,2024,4,12,Грудень,Планшет,Мобільні,Київ,Україна,76153,26,12184
2024-12-15,2024,4,12,Грудень,Планшет,Мобільні,Львів,Україна,49974,54,8621
2024-12-15,2024,4,12,Грудень,Планшет,Мобільні,Одеса,Україна,55122,53,12503
2024-12-15,2024,4,12,Грудень,Планшет,Мобільні,Харків,Україна,68190,86,10617
2024-12-15,2024,4,12,Грудень,Планшет,Мобільні,Дніпро,Україна,91883,10,14775
2024-12-15,2024,4,12,Грудень,Навушники,Аксесуари,Київ,Україна,106497,14,24098
2024-12-15,2024,4,12,Грудень,Навушники,Аксесуари,Львів,Україна,71342,40,13874
2024-12-15,2024,4,12,Грудень,Навушники,Аксесуари,Одеса,Україна,32852,61,8745
2024-12-15,2024,4,12,Грудень,Навушники,Аксесуари,Харків,Україна,92429,60,16278
2024-12-15,2024,4,12,Грудень,Навушники,Аксесуари,Дніпро,Україна,54951,14,13685
2024-12-15,2024,4,12,Грудень,Монітор,Комп'ютери,Київ,Україна,105924,73,22630
2024-12-15,2024,4,12,Грудень,Монітор,Комп'ютери,Львів,Україна,53097,90,10317
2024-12-15,2024,4,12,Грудень,Монітор,Комп'ютери,Одеса,Україна,60658,75,15170
2024-12-15,2024,4,12,Грудень,Монітор,Комп'ютери,Харків,Україна,107096,45,25944
2024-12-15,2024,4,12,Грудень,Монітор,Комп'ютери,Дніпро,Україна,50807,50,14935
2024-12-15,2024,4,12,Грудень,Клавіатура,Аксесуари,Київ,Україна,89713,71,25511
2024-12-15,2024,4,12,Грудень,Клавіатура,Аксесуари,Львів,Україна,73542,30,12412
2024-12-15,2024,4,12,Грудень,Клавіатура,Аксесуари,Одеса,Україна,28575,11,6866
2024-12-15,2024,4,12,Грудень,Клавіатура,Аксесуари,Харків,Україна,64978,25,17658
2024-12-15,2024,4,12,Грудень,Клавіатура,Аксесуари,Дніпро,Україна,92816,20,14531
2025-01-15,2025,1,1,Січень,Ноутбук,Комп'ютери,Київ,Україна,103328,27,18980
2025-01-15,2025,1,1,Січень,Ноутбук,Комп'ютери,Львів,Україна,55661,68,12941
2025-01-15,2025,1,1,Січень,Ноутбук,Комп'ютери,Одеса,Україна,91271,98,15931
2025-01-15,2025,1,1,Січень,Ноутбук,Комп'ютери,Харків,Україна,129110,39,37344
2025-01-15,2025,1,1,Січень,Ноутбук,Комп'ютери,Дніпро,Україна,128001,41,28724
2025-01-15,2025,1,1,Січень,Смартфон,Мобільні,Київ,Україна,107358,41,21207
2025-01-15,2025,1,1,Січень,Смартфон,Мобільні,Львів,Україна,127079,21,36578
2025-01-15,2025,1,1,Січень,Смартфон,Мобільні,Одеса,Україна,101440,30,26704
2025-01-15,2025,1,1,Січень,Смартфон,Мобільні,Харків,Україна,47516,17,12460
2025-01-15,2025,1,1,Січень,Смартфон,Мобільні,Дніпро,Україна,99703,16,17656
2025-01-15,2025,1,1,Січень,Планшет,Мобільні,Київ,Україна,102882,31,30628
2025-01-15,2025,1,1,Січень,Планшет,Мобільні,Львів,Україна,83874,38,21739
2025-01-15,2025,1,1,Січень,Планшет,Мобільні,Одеса,Україна,43635,38,11030
2025-01-15,2025,1,1,Січень,Планшет,Мобільні,Харків,Україна,99964,36,29466
2025-01-15,2025,1,1,Січень,Планшет,Мобільні,Дніпро,Україна,87761,97,17671
2025-01-15,2025,1,1,Січень,Навушники,Аксесуари,Київ,Україна,31355,46,7479
2025-01-15,2025,1,1,Січень,Навушники,Аксесуари,Львів,Україна,37891,72,6285
2025-01-15,2025,1,1,Січень,Навушники,Аксесуари,Одеса,Україна,94527,39,26561
2025-01-15,2025,1,1,Січень,Навушники,Аксесуари,Харків,Україна,38934,17,8535
2025-01-15,2025,1,1,Січень,Навушники,Аксесуари,Дніпро,Україна,112325,10,29345
2025-01-15,2025,1,1,Січень,Монітор,Комп'ютери,Київ,Україна,91959,74,17627
2025-01-15,2025,1,1,Січень,Монітор,Комп'ютери,Львів,Україна,109488,73,29562
2025-01-15,2025,1,1,Січень,Монітор,Комп'ютери,Одеса,Україна,116233,19,30377
2025-01-15,2025,1,1,Січень,Монітор,Комп'ютери,Харків,Україна,131442,36,33278
2025-01-15,2025,1,1,Січень,Монітор,Комп'ютери,Дніпро,Україна,115757,22,26717
2025-01-15,2025,1,1,Січень,Клавіатура,Аксесуари,Київ,Україна,89365,99,24664
2025-01-15,2025,1,1,Січень,Клавіатура,Аксесуари,Львів,Україна,73723,90,11180
2025-01-15,2025,1,1,Січень,Клавіатура,Аксесуари,Одеса,Україна,44806,43,11819
2025-01-15,2025,1,1,Січень,Клавіатура,Аксесуари,Харків,Україна,46700,84,12302
2025-01-15,2025,1,1,Січень,Клавіатура,Аксесуари,Дніпро,Україна,33145,79,9330
2025-02-15,2025,1,2,Лютий,Ноутбук,Комп'ютери,Київ,Україна,41666,13,10762
2025-02-15,2025,1,2,Лютий,Ноутбук,Комп'ютери,Львів,Україна,121847,35,25432
2025-02-15,2025,1,2,Лютий,Ноутбук,Комп'ютери,Одеса,Україна,138876,30,21436
2025-02-15,2025,1,2,Лютий,Ноутбук,Комп'ютери,Харків,Україна,118863,13,21062
2025-02-15,2025,1,2,Лютий,Ноутбук,Комп'ютери,Дніпро,Україна,81379,29,17117
2025-02-15,2025,1,2,Лютий,Смартфон,Мобільні,Київ,Україна,124029,23,32062
2025-02-15,2025,1,2,Лютий,Смартфон,Мобільні,Львів,Україна,96955,89,17821
2025-02-15,2025,1,2,Лютий,Смартфон,Мобільні,Одеса,Україна,37509,13,5923
2025-02-15,2025,1,2,Лютий,Смартфон,Мобільні,Харків,Україна,120648,39,32665
2025-02-15,2025,1,2,Лютий,Смартфон,Мобільні,Дніпро,Україна,117760,69,32237
2025-02-15,2025,1,2,Лютий,Планшет,Мобільні,Київ,Україна,125194,92,19878
2025-02-15,2025,1,2,Лютий,Планшет,Мобільні,Львів,Україна,87415,85,23404
2025-02-15,2025,1,2,Лютий,Планшет,Мобільні,Одеса,Україна,81459,40,22300
2025-02-15,2025,1,2,Лютий,Планшет,Мобільні,Харків,Україна,42598,57,8776
2025-02-15,2025,1,2,Лютий,Планшет,Мобільні,Дніпро,Україна,35856,64,9334
2025-02-15,2025,1,2,Лютий,Навушники,Аксесуари,Київ,Україна,135513,27,27876
2025-02-15,2025,1,2,Лютий,Навушники,Аксесуари,Львів,Україна,98954,56,29661
2025-02-15,2025,1,2,Лютий,Навушники,Аксесуари,Одеса,Україна,75723,54,13328
2025-02-15,2025,1,2,Лютий,Навушники,Аксесуари,Харків,Україна,91866,13,20617
2025-02-15,2025,1,2,Лютий,Навушники,Аксесуари,Дніпро,Україна,70749,87,18542
2025-02-15,2025,1,2,Лютий,Монітор,Комп'ютери,Київ,Україна,48531,99,11558
2025-02-15,2025,1,2,Лютий,Монітор,Комп'ютери,Львів,Україна,39882,59,6971
2025-02-15,2025,1,2,Лютий,Монітор,Комп'ютери,Одеса,Україна,37162,79,8462
2025-02-15,2025,1,2,Лютий,Монітор,Комп'ютери,Харків,Україна,60937,28,11510
2025-02-15,2025,1,2,Лютий,Монітор,Комп'ютери,Дніпро,Україна,127484,78,35222
2025-02-15,2025,1,2,Лютий,Клавіатура,Аксесуари,Київ,Україна,59743,93,16154
2025-02-15,2025,1,2,Лютий,Клавіатура,Аксесуари,Львів,Україна,63745,14,16312
2025-02-15,2025,1,2,Лютий,Клавіатура,Аксесуари,Одеса,Україна,65043,13,10242
2025-02-15,2025,1,2,Лютий,Клавіатура,Аксесуари,Харків,Україна,107860,44,23246
2025-02-15,2025,1,2,Лютий,Клавіатура,Аксесуари,Дніпро,Україна,125185,79,19853
2025-03-15,2025,1,3,Березень,Ноутбук,Комп'ютери,Київ,Україна,53379,69,9058
2025-03-15,2025,1,3,Березень,Ноутбук,Комп'ютери,Львів,Україна,39939,40,11518
2025-03-15,2025,1,3,Березень,Ноутбук,Комп'ютери,Одеса,Україна,118690,45,18042
2025-03-15,2025,1,3,Березень,Ноутбук,Комп'ютери,Харків,Україна,30860,39,4796
2025-03-15,2025,1,3,Березень,Ноутбук,Комп'ютери,Дніпро,Україна,29033,64,8301
2025-03-15,2025,1,3,Березень,Смартфон,Мобільні,Київ,Україна,53301,19,10169
2025-03-15,2025,1,3,Березень,Смартфон,Мобільні,Львів,Україна,42959,98,11448
2025-03-15,2025,1,3,Березень,Смартфон,Мобільні,Одеса,Україна,88992,54,24736
2025-03-15,2025,1,3,Березень,Смартфон,Мобільні,Харків,Україна,32605,91,9323
2025-03-15,2025,1,3,Березень,Смартфон,Мобільні,Дніпро,Україна,51684,77,10196
2025-03-15,2025,1,3,Березень,Планшет,Мобільні,Київ,Україна,72982,16,11893
2025-03-15,2025,1,3,Березень,Планшет,Мобільні,Львів,Україна,49376,41,12322
2025-03-15,2025,1,3,Березень,Планшет,Мобільні,Одеса,Україна,124858,97,29219
2025-03-15,2025,1,3,Березень,Планшет,Мобільні,Харків,Україна,123016,51,33728
2025-03-15,2025,1,3,Березень,Планшет,Мобільні,Дніпро,Україна,61443,66,13773
2025-03-15,2025,1,3,Березень,Навушники,Аксесуари,Київ,Україна,69448,12,17971
2025-03-15,2025,1,3,Березень,Навушники,Аксесуари,Львів,Україна,67576,28,13265
2025-03-15,2025,1,3,Березень,Навушники,Аксесуари,Одеса,Україна,118500,21,23987
2025-03-15,2025,1,3,Березень,Навушники,Аксесуари,Харків,Україна,37877,59,9772
2025-03-15,2025,1,3,Березень,Навушники,Аксесуари,Дніпро,Україна,50906,80,12856
2025-03-15,2025,1,3,Березень,Монітор,Комп'ютери,Київ,Україна,32163,90,9554
2025-03-15,2025,1,3,Березень,Монітор,Комп'ютери,Львів,Україна,39630,37,10241
2025-03-15,2025,1,3,Березень,Монітор,Комп'ютери,Одеса,Україна,96134,48,24627
2025-03-15,2025,1,3,Березень,Монітор,Комп'ютери,Харків,Україна,125523,79,23086
2025-03-15,2025,1,3,Березень,Монітор,Комп'ютери,Дніпро,Україна,128424,83,22457
2025-03-15,2025,1,3,Березень,Клавіатура,Аксесуари,Київ,Україна,49474,66,12385
2025-03-15,2025,1,3,Березень,Клавіатура,Аксесуари,Львів,Україна,123311,25,26112
2025-03-15,2025,1,3,Березень,Клавіатура,Аксесуари,Одеса,Україна,47410,48,10990
2025-03-15,2025,1,3,Березень,Клавіатура,Аксесуари,Харків,Україна,135462,49,22593
2025-03-15,2025,1,3,Березень,Клавіатура,Аксесуари,Дніпро,Україна,129890,19,38539
2025-04-15,2025,2,4,Квітень,Ноутбук,Комп'ютери,Київ,Україна,112112,72,25179
2025-04-15,2025,2,4,Квітень,Ноутбук,Комп'ютери,Львів,Україна,118087,30,20630
2025-04-15,2025,2,4,Квітень,Ноутбук,Комп'ютери,Одеса,Україна,118076,77,31114
2025-04-15,2025,2,4,Квітень,Ноутбук,Комп'ютери,Харків,Україна,71705,24,12959
2025-04-15,2025,2,4,Квітень,Ноутбук,Комп'ютери,Дніпро,Україна,53685,23,9975
2025-04-15,2025,2,4,Квітень,Смартфон,Мобільні,Київ,Україна,67047,49,19963
2025-04-15,2025,2,4,Квітень,Смартфон,Мобільні,Львів,Україна,84415,72,19658
2025-04-15,2025,2,4,Квітень,Смартфон,Мобільні,Одеса,Україна,59499,12,17039
2025-04-15,2025,2,4,Квітень,Смартфон,Мобільні,Харків,Україна,61449,51,13805
2025-04-15,2025,2,4,Квітень,Смартфон,Мобільні,Дніпро,Україна,58077,48,14433
2025-04-15,2025,2,4,Квітень,Планшет,Мобільні,Київ,Україна,100770,59,16527
2025-04-15,2025,2,4,Квітень,Планшет,Мобільні,Львів,Україна,37803,60,6779
2025-04-15,2025,2,4,Квітень,Планшет,Мобільні,Одеса,Україна,129447,83,21242
2025-04-15,2025,2,4,Квітень,Планшет,Мобільні,Харків,Україна,100952,50,23889
2025-04-15,2025,2,4,Квітень,Планшет,Мобільні,Дніпро,Україна,38348,64,9448
2025-04-15,2025,2,4,Квітень,Навушники,Аксесуари,Київ,Україна,85661,57,24374
2025-04-15,2025,2,4,Квітень,Навушники,Аксесуари,Львів,Україна,139457,51,30281
2025-04-15,2025,2,4,Квітень,Навушники,Аксесуари,Одеса,Україна,136655,11,26991
2025-04-15,2025,2,4,Квітень,Навушники,Аксесуари,Харків,Україна,37350,12,10628
2025-04-15,2025,2,4,Квітень,Навушники,Аксесуари,Дніпро,Україна,30829,49,6969
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Київ,Україна,119710,41,29705
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Львів,Україна,56418,13,15220
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Одеса,Україна,106519,28,30076
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Харків,Україна,116832,20,26378
2025-04-15,2025,2,4,Квітень,Монітор,Комп'ютери,Дніпро,Україна,104743,72,23337
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Київ,Україна,102429,39,25115
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Львів,Україна,29963,37,8458
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Одеса,Україна,65000,36,16446
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Харків,Україна,106188,77,27386
2025-04-15,2025,2,4,Квітень,Клавіатура,Аксесуари,Дніпро,Україна,62250,14,18427
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Київ,Україна,128403,18,35035
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Львів,Україна,27251,92,7192
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Одеса,Україна,66118,75,18066
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Харків,Україна,61347,82,12494
2025-05-15,2025,2,5,Травень,Ноутбук,Комп'ютери,Дніпро,Україна,87522,95,24001
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Київ,Україна,43247,39,7614
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Львів,Україна,74073,37,20288
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Одеса,Україна,60133,44,10300
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Харків,Україна,85926,60,18693
2025-05-15,2025,2,5,Травень,Смартфон,Мобільні,Дніпро,Україна,120079,84,29740
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Київ,Україна,128007,31,33372
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Львів,Україна,100207,20,27713
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Одеса,Україна,69434,44,10739
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Харків,Україна,62721,25,10408
2025-05-15,2025,2,5,Травень,Планшет,Мобільні,Дніпро,Україна,75696,49,11397
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Київ,Україна,115492,79,32148
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Львів,Україна,64409,10,17748
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Одеса,Україна,81594,72,16405
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Харків,Україна,109926,47,22431
2025-05-15,2025,2,5,Травень,Навушники,Аксесуари,Дніпро,Україна,121315,66,23728
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Київ,Україна,37196,23,10620
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Львів,Україна,58016,48,15728
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Одеса,Україна,93639,86,26670
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Харків,Україна,92782,15,23252
2025-05-15,2025,2,5,Травень,Монітор,Комп'ютери,Дніпро,Україна,116146,68,19355
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Київ,Україна,46494,55,10184
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Львів,Україна,29909,81,5064
2025-05-15,2025,2,5,Травень,Клавіатура,Аксесуари,Одеса,Україна,88094,39,23816
